i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy error_x error_y 
88 10.44570279121399 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
89 10.450739860534668 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
90 10.45570158958435 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
91 10.460705757141113 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
92 10.465698719024658 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
93 10.470696210861206 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
94 10.47573447227478 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
95 10.480725049972534 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
96 10.485853910446167 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
97 10.49087643623352 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
98 10.495689153671265 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
99 10.500738859176636 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
100 10.50570011138916 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
101 10.510679721832275 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
102 10.515743017196655 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
103 10.520676136016846 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
104 10.525681018829346 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
105 10.530747652053833 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
106 10.53569221496582 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
107 10.540706396102905 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
108 10.54574704170227 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
109 10.550721883773804 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
110 10.555732011795044 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
111 10.560689926147461 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
112 10.565717458724976 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
113 10.570699214935303 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
114 10.575742959976196 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
115 10.580700874328613 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
116 10.58581805229187 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
117 10.590651750564575 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
118 10.595677852630615 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
119 10.600651979446411 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
120 10.605690479278564 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
121 10.610652685165405 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
122 10.615679740905762 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
123 10.620653867721558 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
124 10.625664710998535 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
125 10.630661249160767 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
126 10.635665893554688 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
127 10.640762090682983 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
128 10.64566421508789 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
129 10.650655031204224 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
130 10.655656337738037 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
131 10.660642862319946 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
132 10.665674686431885 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
133 10.670647382736206 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
134 10.675670146942139 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
135 10.680649042129517 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
136 10.68566346168518 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
137 10.690664291381836 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
138 10.695663928985596 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
139 10.70065188407898 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
140 10.705664157867432 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
141 10.71065092086792 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
142 10.715667963027954 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
143 10.720657348632812 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
144 10.725666284561157 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
145 10.730666160583496 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
146 10.735680341720581 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
147 10.740649700164795 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
148 10.745671510696411 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
149 10.750656604766846 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
150 10.755704879760742 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
151 10.760655403137207 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
152 10.765666246414185 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
153 10.770660877227783 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
154 10.775654792785645 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
155 10.78066086769104 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
156 10.785653591156006 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
157 10.790648460388184 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
158 10.795658111572266 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
159 10.800666809082031 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
160 10.806002378463745 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
161 10.810712814331055 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
162 10.815656900405884 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
163 10.820669174194336 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
164 10.825667381286621 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
165 10.830738544464111 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
166 10.835695743560791 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
167 10.840657234191895 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
168 10.845672130584717 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
169 10.8506600856781 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
170 10.855693578720093 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
171 10.860652923583984 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
172 10.865697622299194 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
173 10.870838403701782 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
174 10.875757694244385 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
175 10.880674600601196 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
176 10.885673999786377 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
177 10.890827417373657 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
178 10.895657539367676 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
179 10.900668144226074 -0.0 0.0 0.08532768380246125 0 0 0 0.0 0.0 0.0 -1.0 -1.0 0.0 0 0 0 0 0 0 0 0 
