i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy error_x error_y 
21 10.100908517837524 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
22 10.105722188949585 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
23 10.11080551147461 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
24 10.115714311599731 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
25 10.120811700820923 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
26 10.125643014907837 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
27 10.13071608543396 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
28 10.135673999786377 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
29 10.140839338302612 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
30 10.145695447921753 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
31 10.150651216506958 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
32 10.155643701553345 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
33 10.160655736923218 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
34 10.165661334991455 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
35 10.170657873153687 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
36 10.175651550292969 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
37 10.180659055709839 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
38 10.185656070709229 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
39 10.190659046173096 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
40 10.195642471313477 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
41 10.200859546661377 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
42 10.205644369125366 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
43 10.210690021514893 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
44 10.215644598007202 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
45 10.220643520355225 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
46 10.225639343261719 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
47 10.230654001235962 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
48 10.235682010650635 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
49 10.240640878677368 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
50 10.245681524276733 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
51 10.250686645507812 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
52 10.255652904510498 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
53 10.26067042350769 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
54 10.26565670967102 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
55 10.270686626434326 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
56 10.275654315948486 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
57 10.280685663223267 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
58 10.285691738128662 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
59 10.290661811828613 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
60 10.295692205429077 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
61 10.300657749176025 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
62 10.305707693099976 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
63 10.310679197311401 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
64 10.315656661987305 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
65 10.320699453353882 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
66 10.325694561004639 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
67 10.330695390701294 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
68 10.335682153701782 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
69 10.34074091911316 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
70 10.345696449279785 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
71 10.350695133209229 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
72 10.355694770812988 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
73 10.360703229904175 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
74 10.365662813186646 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
75 10.370716094970703 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
76 10.375695705413818 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
77 10.38071060180664 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
78 10.385699033737183 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
79 10.39067029953003 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
80 10.395658016204834 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
81 10.400659084320068 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
82 10.405799627304077 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
83 10.410694599151611 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
84 10.415680646896362 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
85 10.420675039291382 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
86 10.425658226013184 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
87 10.430695533752441 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
88 10.43570065498352 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
89 10.440707921981812 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
90 10.445675134658813 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
91 10.450658082962036 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
92 10.455703258514404 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
93 10.460699796676636 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
94 10.465658187866211 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
95 10.47068166732788 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
96 10.475679159164429 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
97 10.480658769607544 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
98 10.485692024230957 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
99 10.490677833557129 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
100 10.495679378509521 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
101 10.500697612762451 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
102 10.505737781524658 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
103 10.510661602020264 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
104 10.515674114227295 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
105 10.520702838897705 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
106 10.525727272033691 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
107 10.530718326568604 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
108 10.53566312789917 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
109 10.54069447517395 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
110 10.54565167427063 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
111 10.550659656524658 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
112 10.555648803710938 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
113 10.560691833496094 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
114 10.565672874450684 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
115 10.570680856704712 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
116 10.575647830963135 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
117 10.58069396018982 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
118 10.585650205612183 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
119 10.590687036514282 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
120 10.59565258026123 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
121 10.600700616836548 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
122 10.605697870254517 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
123 10.610679864883423 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
124 10.61565089225769 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
125 10.620662450790405 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
126 10.625669240951538 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
127 10.630661249160767 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
128 10.635652303695679 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
129 10.640660047531128 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
130 10.645653247833252 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
131 10.650686979293823 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
132 10.65565276145935 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
133 10.66066575050354 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
134 10.665651798248291 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
135 10.670692205429077 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
136 10.675655364990234 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
137 10.680676460266113 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
138 10.685650825500488 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
139 10.690670490264893 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
140 10.69567346572876 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
141 10.700659036636353 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
142 10.705655813217163 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
143 10.710690975189209 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
144 10.71565294265747 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
145 10.720683097839355 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
146 10.725653171539307 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
147 10.730766773223877 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
148 10.735661506652832 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
149 10.74068832397461 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
150 10.74565315246582 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
151 10.750677585601807 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
152 10.755658864974976 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
153 10.760664939880371 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
154 10.765654802322388 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
155 10.770661354064941 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
156 10.776501893997192 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
157 10.780675411224365 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
158 10.785688877105713 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
159 10.790677309036255 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
160 10.795763731002808 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
161 10.800661325454712 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
162 10.805706977844238 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
163 10.810700416564941 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
164 10.81566572189331 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
165 10.820652961730957 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
166 10.82565951347351 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
167 10.830748081207275 -0.0 -0.00019174814224243164 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
168 10.835967779159546 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
169 10.841322898864746 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
170 10.845725297927856 -0.0 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
171 10.850813150405884 -0.00019174814224243164 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
172 10.85569453239441 -0.00019174814224243164 0.0 -1.247318111360073 0 0 0 0.0 0.0 0.0 -19.0 0.0 -1.0 0 0 0 0 0 0 0 0 
