i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy 
2317 21.586017847061157 -0.024160191416740417 -0.0034514591097831726 0.19289808720350266 -0.1296951770605892 -0.03429672870598734 -0.0 0.032335265920691955 0.08972803567244111 -0.12206330159313308 5177.0 -3949.0 1921.0 -0.1628422012925148 0.03865634202957153 -0.004818944019302714 -0.0010475173946470023 0.03796596825122833 -0.07190555334091187 
2318 21.590983390808105 -0.026269420981407166 -0.0023009777069091797 0.19289808720350266 -0.14551830223806203 -0.061562672292813654 -0.0 0.05804184406161828 0.08979427420897595 -0.14783611827059423 5172.0 -3928.0 1907.0 -0.18709834128618238 0.025770950317382812 -0.004823011374548066 -0.0010475173946470023 0.04640305042266842 -0.08628610521554947 
2319 21.59600591659546 -0.026269420981407166 -0.0023009777069091797 0.19289808720350266 -0.1919254200159758 0.024723432922735808 -0.0 -0.02330947609850298 0.16836118728541344 -0.14505171118691046 5172.0 -3928.0 1907.0 -0.18709834128618238 0.025770950317382812 -0.004827078729793417 -0.0010475173946470023 0.0 0.0 
2320 21.600985050201416 -0.03508980572223663 -0.0005752444267272949 0.1930898353457451 -0.09931765268869693 -0.12403477582894266 -0.0 0.1169411081221315 0.022621969785022653 -0.13956307790715416 5171.0 -3909.0 1894.0 -0.28853276580572124 0.006442737579345703 -0.004833351181223976 -0.0010475173946470023 0.1940484642982483 -0.12942999601364136 
2321 21.606179237365723 -0.03508980572223663 -0.0005752444267272949 0.1930898353457451 -0.2933723894383758 0.005395220184698701 -0.0 -0.005086662371459985 0.24208088410076115 -0.23699422172930112 5171.0 -3909.0 1894.0 -0.28853276580572124 0.006442737579345703 -0.004839623632654535 -0.0010475173946470023 0.0 0.0 
2322 21.610986709594727 -0.042376212775707245 -0.0003834962844848633 0.19289808720350266 -0.21687320943012828 -0.011133469676598907 -0.0 0.010496735875277179 0.17182786605688377 -0.18232460193216096 5171.0 -3892.0 1883.0 -0.37232644692063327 0.004295158386230468 -0.004847717685848461 -0.0010475173946470023 0.16030095517635345 -0.014381110668182373 
2323 21.615971088409424 -0.045827679336071014 -0.0005752444267272949 0.1925145909190178 -0.34094272264249614 0.019776330852881073 -0.0 -0.018645303537414594 0.2877012190984954 -0.26905591556108077 5171.0 -3884.0 1877.0 -0.4120183123648166 0.006442737579345703 -0.004856674605682478 -0.0010475173946470023 0.07593226432800293 0.014381110668182373 
2324 21.620981693267822 -0.04927913099527359 -0.0009587407112121582 0.19232284277677536 -0.38064456433162086 0.03845259990729392 -0.0 -0.036253458864934314 0.32892171475795934 -0.29266825589302503 5171.0 -3877.0 1872.0 -0.45171000644564624 0.010737895965576172 -0.0048664943884312965 -0.0010475173946470023 0.07593193650245667 0.028762221336364746 
2325 21.625972509384155 -0.052538834512233734 -0.0015339851379394531 0.1925145909190178 -0.42236024861462407 0.05927644815482199 -0.0 -0.05588637127323659 0.3727988845502431 -0.31691251327700654 5171.0 -3870.0 1866.0 -0.4891965968906879 0.017180633544921872 -0.0048771290970593545 -0.0010475173946470023 0.07171347737312317 0.04314333200454712 
2326 21.631004333496094 -0.052538834512233734 -0.0015339851379394531 0.1925145909190178 -0.4940843606963753 0.01613311615027487 -0.0 -0.015210447775372756 0.4110234150861381 -0.3958129673107653 5171.0 -3870.0 1866.0 -0.4891965968906879 0.017180633544921872 -0.004887763805687413 -0.0010475173946470023 0.0 0.0 
2327 21.636043310165405 -0.055990301072597504 -0.0023009777069091797 0.19270633906126022 -0.45785545938782396 0.0822478755954653 -0.0 -0.07754404076232141 0.41260943753041224 -0.33506539676809083 5171.0 -3861.0 1859.0 -0.5288884623348713 0.025770950317382812 -0.004899261380955562 -0.0010475173946470023 0.07593226432800293 0.05752444267272949 
2328 21.64098858833313 -0.058866508305072784 -0.0034514591097831726 0.19289808720350266 -0.5035997644019127 0.12389406698569655 -0.0 -0.11680844655248851 0.46959170906641423 -0.35278326251392567 5171.0 -3853.0 1854.0 -0.561964845508337 0.03865634202957153 -0.004911478008031829 -0.001048380259424448 0.06327655911445618 0.08628610521554947 
2329 21.646010398864746 -0.06404369324445724 -0.006711170077323914 0.19347333163022995 -0.5125293925761432 0.3185933693796396 -0.0 -0.30037270923921827 0.5686648512829942 -0.26829214204377594 5171.0 -3835.0 1841.0 -0.6215024723112583 0.07516510486602783 -0.004924988931342944 -0.0010500580519437791 0.11389806866645813 0.24447832256555557 
2330 21.650988340377808 -0.06404369324445724 -0.006711170077323914 0.19347333163022995 -0.6264409721659124 0.07411336902156472 -0.0 -0.06987475441563921 0.5464242891343278 -0.4765495347186886 5171.0 -3835.0 1841.0 -0.6215024723112583 0.07516510486602783 -0.0049384998546540574 -0.0010517358444631102 0.0 0.0 
2331 21.656019926071167 -0.06826213747262955 -0.010162629187107086 0.19385682046413422 -0.5821618733044713 0.37162660362757743 -0.0 -0.3503729219925136 0.6505196400958376 -0.30014671810332394 5170.0 -3815.0 1825.0 -0.6700145809352398 0.11382144689559935 -0.004953065389022214 -0.0010542765017598867 0.09280577301979065 0.25885943323373795 
2332 21.661014795303345 -0.07017961889505386 -0.011888355016708374 0.1944320648908615 -0.6548491362935305 0.2615217648167163 -0.0 -0.24656508443969805 0.6579646230269911 -0.41139953858729306 5168.0 -3802.0 1816.0 -0.6920656172931194 0.13314957618713377 -0.004968110293745978 -0.0010572485905140639 0.04218459129333496 0.1294294372200966 
2333 21.666134357452393 -0.07017961889505386 -0.011888355016708374 0.1944320648908615 -0.6970487724915891 0.13208935550786552 -0.0 -0.12453503866956313 0.6314054588140323 -0.5068704201444693 5168.0 -3802.0 1816.0 -0.6920656172931194 0.13314957618713377 -0.00498315519846974 -0.001060220679268241 0.0 0.0 
2334 21.671010971069336 -0.07152185589075089 -0.013230592012405396 0.19481556117534637 -0.6829706645007432 0.2477868768889457 -0.0 -0.2336157079162796 0.6744510663969336 -0.44083535848065397 5166.0 -3790.0 1808.0 -0.7075013427436352 0.14818263053894043 -0.004998535662442427 -0.0010635283272713424 0.029529213905334473 0.10066777467727661 
2335 21.676021575927734 -0.07363107055425644 -0.01572331041097641 0.1961577981710434 -0.6903690322069077 0.36198749734088775 -0.0 -0.341285085432652 0.7343264970916492 -0.39304141165899714 5159.0 -3760.0 1788.0 -0.7317573113739491 0.17610107660293578 -0.005014443430080991 -0.0010674591548740864 0.046402722597122345 0.18695387989282608 
2336 21.68103289604187 -0.07363107055425644 -0.01572331041097641 0.1961577981710434 -0.7367876625716686 0.17502968662045895 -0.0 -0.1650195710910438 0.6840943929050203 -0.5190748218139765 5159.0 -3760.0 1788.0 -0.7317573113739491 0.17610107660293578 -0.005030351197719555 -0.0010713899824768306 0.0 0.0 
2337 21.686011791229248 -0.0740145668387413 -0.01668204367160797 0.19711653143167496 -0.7327769552262873 0.25766832317598165 -0.0 -0.24293202481960458 0.719775890934695 -0.47684386611509055 5154.0 -3745.0 1778.0 -0.736167518645525 0.18683888912200927 -0.00504635483942924 -0.0010755604933947325 0.008436918258666992 0.0719049945473671 
2338 21.690988540649414 -0.0745898112654686 -0.018216028809547424 0.1992257535457611 -0.735189954457134 0.317988293511793 -0.0 -0.2998022382401694 0.750181203266745 -0.4503789650265757 5144.0 -3713.0 1757.0 -0.7427828295528889 0.20401952266693113 -0.005062502292245606 -0.0010801145005971194 0.012655377388000488 0.11504888534545898 
2339 21.695974826812744 -0.07478155940771103 -0.018983013927936554 0.19999274611473083 -0.7458481717414409 0.269048779617995 -0.0 -0.2536616220504656 0.7358132931433146 -0.48215167109284907 5139.0 -3696.0 1746.0 -0.7449879331886768 0.2126097559928894 -0.005078697682097534 -0.0010848602540791037 0.004218459129333496 0.05752388387918472 
2340 21.700998306274414 -0.07478155940771103 -0.018983013927936554 0.19999274611473083 -0.7500828262606263 0.2115201499853283 -0.0 -0.19942310988296166 0.7121516179958876 -0.512728508112926 5139.0 -3696.0 1746.0 -0.7449879331886768 0.2126097559928894 -0.005094893071949462 -0.0010896060075610877 0.0 0.0 
2341 21.706018209457397 -0.07497330754995346 -0.019174762070178986 0.20075973868370056 -0.7480857140939683 0.22804404615610835 -0.0 -0.2150019885949363 0.7183104220960695 -0.5033084335011332 5133.0 -3676.0 1733.0 -0.7471930368244648 0.21475733518600462 -0.00511113639883695 -0.0010943996980786325 0.004218459129333496 0.014381110668182373 
2342 21.711012601852417 -0.07478155940771103 -0.018983013927936554 0.20114323496818542 -0.7543337241066992 0.1971294998731464 -0.0 -0.18585547484295262 0.7088386440330746 -0.5229831691901221 5128.0 -3658.0 1720.0 -0.7449879331886768 0.2126097559928894 -0.005127331788688877 -0.0010991454515606165 -0.004218459129333496 -0.014381110668182373 
2343 21.71597385406494 -0.0745898112654686 -0.017449036240577698 0.20248546451330185 -0.7521447679237276 0.07927737163193524 -0.0 -0.07474342276744991 0.6514953427561265 -0.5767519199886766 5114.0 -3614.0 1690.0 -0.7427828295528889 0.19542920589447021 -0.005143479241505243 -0.001103507710620761 -0.004218459129333496 -0.11504832655191422 
2344 21.72103476524353 -0.0745898112654686 -0.017449036240577698 0.20248546451330185 -0.7479424562472105 0.1943213359247893 -0.0 -0.18320791248219676 0.7022964144976309 -0.5190885020154341 5114.0 -3614.0 1690.0 -0.7427828295528889 0.19542920589447021 -0.005159626694321611 -0.0011078699696809055 0.0 0.0 
2345 21.72605800628662 -0.0740145668387413 -0.01572331041097641 0.2028689607977867 -0.7539985263695568 0.04555983858555554 -0.0 -0.042954227751481125 0.6371143326810275 -0.5941601049295463 5108.0 -3594.0 1677.0 -0.736167518645525 0.17610107660293578 -0.005175630336031295 -0.0011118007972836495 -0.012655377388000488 -0.1294294372200966 
2346 21.730983018875122 -0.07209710031747818 -0.011121362447738647 0.20325245708227158 -0.7614920717298985 -0.22170141896605494 -0.0 0.20902210233276974 0.5172446218046479 -0.7262667241374176 5095.0 -3550.0 1646.0 -0.7141166536509991 0.12455925941467284 -0.005191154611110665 -0.0011145811378955842 -0.04218426346778885 -0.3451460972428322 
2347 21.736114263534546 -0.07017961889505386 -0.009203888475894928 0.20325245708227158 -0.7394564081022889 -0.04184387906827033 -0.0 0.039450787520431706 0.5840382352004002 -0.6234890227208318 5089.0 -3528.0 1631.0 -0.6920656172931194 0.1030835509300232 -0.005206199515834428 -0.0011168821100145578 -0.04218459129333496 -0.14381054788827896 
2348 21.741004467010498 -0.07017961889505386 -0.009203888475894928 0.20325245708227158 -0.6972868617136776 0.10196436784788966 -0.0 -0.0961329279261898 0.6173988024781367 -0.521265874551947 5089.0 -3528.0 1631.0 -0.6920656172931194 0.1030835509300232 -0.0052212444205581915 -0.0011191830821335317 0.0 0.0 
2349 21.746026754379272 -0.06807038933038712 -0.007669910788536072 0.20325245708227158 -0.7194482897400111 -0.03026642628014088 -0.0 0.028535460353293796 0.5731593385503719 -0.6016947989036657 5082.0 -3504.0 1614.0 -0.6678094772994518 0.085903000831604 -0.0052357620178907875 -0.0011211005598306656 -0.04640305042266846 -0.11504832655191422 
2350 21.750972747802734 -0.06519418209791183 -0.006902918219566345 0.2028689607977867 -0.7032592138038576 0.01866541509702801 -0.0 -0.01759792211836035 0.5830077046359505 -0.5654097825175901 5070.0 -3453.0 1578.0 -0.6347330941259861 0.07731268405914306 -0.005249560563415264 -0.0011228262893855573 -0.06327655911445618 -0.05752444267272949 
2351 21.75603675842285 -0.06519418209791183 -0.006902918219566345 0.2028689607977867 -0.6399964532349258 0.07618813204020261 -0.0 -0.07183085974875111 0.5584703457465637 -0.48663948599781254 5070.0 -3453.0 1578.0 -0.6347330941259861 0.07731268405914306 -0.005263359108939742 -0.0011245520189404488 0.0 0.0 
2352 21.760976314544678 -0.05809951573610306 -0.005752429366111755 0.20229371637105942 -0.714502474912852 -0.02298544523492456 -0.0 0.02167088559227623 0.5725533850346038 -0.59422427062688 5067.0 -3431.0 1562.0 -0.5531444309651852 0.06442720890045166 -0.005275383987873768 -0.0011259901262819767 -0.1560826599597931 -0.08628666400909424 
2353 21.766021490097046 -0.05445631593465805 -0.004793696105480194 0.2015267312526703 -0.5966845269472152 -0.01934278671629727 -0.0 0.018236554205518493 0.4780725990421195 -0.4963091532476379 5062.0 -3401.0 1540.0 -0.5112476332485676 0.05368939638137817 -0.005286498066857432 -0.0011271885503083467 -0.08015039563179016 -0.0719049945473671 
2354 21.770973682403564 -0.051196612417697906 -0.0034514591097831726 0.20114323496818542 -0.550771317396611 -0.06313948406279088 -0.0 0.059528476455225826 0.41993865929977925 -0.4794671357550051 5058.0 -3378.0 1522.0 -0.4737610428035259 0.03865634202957153 -0.005296797219961857 -0.0011280514150857927 -0.07171347737312317 -0.10066777467727661 
2355 21.77612566947937 -0.043526701629161835 -0.0009587407112121582 0.20075973868370056 -0.5596002849785239 -0.1773440353423357 -0.0 0.16720155999140307 0.37331093937544424 -0.5405124993668473 5051.0 -3332.0 1487.0 -0.38555706873536105 0.010737895965576172 -0.005305178895369146 -0.0011280514150857927 -0.16873803734779358 -0.18695387989282608 
2356 21.781022310256958 -0.039691753685474396 -0.0005752444267272949 0.20018449425697327 -0.43113662397786967 -0.023447535172104836 -0.0 0.02210654816307388 0.3409683053091162 -0.36307485347219015 5048.0 -3309.0 1470.0 -0.3414551673829555 0.006442737579345703 -0.005312601833790515 -0.0011280514150857927 -0.08436885476112366 -0.028762221336364746 
2357 21.785996198654175 -0.039691753685474396 -0.0005752444267272949 0.20018449425697327 -0.3467751921551674 0.00531468616425991 -0.0 -0.005010734168835337 0.285646125829667 -0.2806353916608316 5048.0 -3309.0 1470.0 -0.3414551673829555 0.006442737579345703 -0.0053200247722118826 -0.0011280514150857927 0.0 0.0 
2358 21.791011333465576 -0.03566505014896393 -0.0003834962844848633 0.19960924983024597 -0.3890619955510645 -0.011214003697037699 -0.0 0.010572664077901826 0.3123814570974114 -0.3229541211753132 5046.0 -3285.0 1450.0 -0.29514807671308513 0.004295158386230468 -0.005326441034749123 -0.0011280514150857927 -0.08858747780323029 -0.014381110668182373 
2359 21.796058893203735 -0.031446605920791626 0.0 0.1992257535457611 -0.3447735437951237 -0.02989027275145054 -0.0 0.028180819405421543 0.26741601000034326 -0.2955968294057648 5044.0 -3260.0 1430.0 -0.24663596808910368 0.0 -0.00533180268622932 -0.0011280514150857927 -0.09280577301979065 -0.028762221336364746 
2360 21.8009991645813 -0.026844657957553864 0.000575236976146698 0.19884226471185684 -0.3002924355538189 -0.05071347875893116 -0.0 0.04781312630400021 0.2212811837561525 -0.2690943100601527 5043.0 -3238.0 1411.0 -0.1937135665118694 -0.006442654132843017 -0.005336013850718709 -0.0011280514150857927 -0.10124285519123077 -0.04314277321100235 
2361 21.8060405254364 -0.022050969302654266 0.0013422295451164246 0.19807527214288712 -0.24938632398135951 -0.07368546499311923 -0.0 0.0694713226286914 0.16888741954656844 -0.2383587421752599 5043.0 -3216.0 1393.0 -0.13858614698052407 -0.015032970905303955 -0.005339026593044372 -0.0011280514150857927 -0.1054611504077911 -0.05752444267272949 
2362 21.81097674369812 -0.0174490287899971 0.0017257258296012878 0.19711653143167496 -0.19224741121366618 -0.04921840204298496 -0.0 0.04640355445834732 0.13376757671899134 -0.18017113117733863 5043.0 -3194.0 1375.0 -0.08566383108496665 -0.01932812929153442 -0.005340888850241871 -0.0011280514150857927 -0.10124269127845764 -0.028762221336364746 
2363 21.816023588180542 -0.013805821537971497 0.0013422295451164246 0.19634954631328583 -0.12925934753686186 0.012601199015975 -0.0 -0.011880524367036228 0.11148007750031448 -0.09959955313327826 5043.0 -3171.0 1355.0 -0.043766947686672206 -0.015032970905303955 -0.005341840305626363 -0.0011280514150857927 -0.0801505595445633 0.028762221336364746 
2364 21.820985794067383 -0.010737858712673187 0.00038348883390426636 0.19539080560207367 -0.08132239765793081 0.0664824269860983 -0.0 -0.06268023326881283 0.09773957627495183 -0.03505934300613899 5044.0 -3150.0 1337.0 -0.008485375195741652 -0.004295074939727783 -0.005341840305626363 -0.0011280514150857927 -0.0674951821565628 0.07190555334091187 
2365 21.826007604599 -0.007669903337955475 -0.0011504888534545898 0.19481556117534637 -0.046040746935903994 0.12680575029551983 -0.0 -0.11955360790321348 0.09736891640813103 0.022184691495082454 5044.0 -3127.0 1318.0 0.02679611161351204 0.012885475158691406 -0.005341840305626363 -0.0011280514150857927 -0.06749501824378967 0.11504832655191422 
2366 21.831000328063965 -0.0051771849393844604 -0.0023009777069091797 0.1944320648908615 -0.00471927187710997 0.11092956291139126 -0.0 -0.10458539489160598 0.05614596679793166 0.04843942809367433 5045.0 -3108.0 1300.0 0.05546237319707871 0.025770950317382812 -0.005341840305626363 -0.0011280514150857927 -0.05483980476856232 0.08628666400909424 
2367 21.83600378036499 -0.0051771849393844604 -0.0023009777069091797 0.1944320648908615 0.050120532891452345 0.024642898902297018 -0.0 -0.02323354789587833 -0.029306469792207305 0.052540017688085625 5045.0 -3085.0 1279.0 0.05546237319707871 0.025770950317382812 -0.005341840305626363 -0.0011280514150857927 0.0 0.0 
2368 21.841025352478027 -0.0028762072324752808 -0.005368933081626892 0.19347333163022995 0.025960266968905958 0.28909930996969346 -0.0 -0.2725654433545625 0.11508625245719857 0.15747919089736395 5045.0 -3068.0 1265.0 0.08192361682653428 0.060132050514221186 -0.005341840305626363 -0.0011293936483561995 -0.05062150955200195 0.23009665310382843 
2369 21.846044778823853 -0.0023009702563285828 -0.006902918219566345 0.1930898353457451 0.07054178827136759 0.19123045002669095 -0.0 -0.18029379731097112 0.032549769719386376 0.14774402759158478 5045.0 -3048.0 1247.0 0.0885388420522213 0.07731268405914306 -0.005341840305626363 -0.001131119377911091 -0.012655213475227356 0.11504888534545898 
2370 21.851185083389282 -0.0023009702563285828 -0.006902918219566345 0.1930898353457451 0.08319700174659495 0.07617983895167707 -0.0 -0.07182304094990659 -0.03201854699457952 0.10384158794448611 5045.0 -3048.0 1247.0 0.0885388420522213 0.07731268405914306 -0.005341840305626363 -0.0011328451074659825 0.0 0.0 
2371 21.855984926223755 -0.001150481402873993 -0.008628644049167633 0.19155585020780563 0.07111686878532175 0.2249352483022958 -0.0 -0.21207098586991094 0.047968812725454536 0.16410217314445638 5042.0 -3020.0 1225.0 0.10176946386694909 0.09664081335067748 -0.005341840305626363 -0.0011350022684782745 -0.025310754776000977 0.1294294372200966 
2372 21.861027479171753 -0.00019174069166183472 -0.009587384760379791 0.19098061323165894 0.08636084609359507 0.17814686354249715 -0.0 -0.16795847367735234 0.013465901277230248 0.15449257240012207 5041.0 -3008.0 1217.0 0.1127949820458889 0.10737870931625365 -0.005341840305626363 -0.0011373991146683693 -0.02109229564666748 0.07190555334091187 
2373 21.866004467010498 0.00019174814224243164 -0.01054612547159195 0.19059711694717407 0.10342650898426775 0.18888212297670542 -0.0 -0.17807977333565306 0.0045924957048811815 0.17348727763077187 5038.0 -2997.0 1210.0 0.11720510363578797 0.11811660528182982 -0.005341840305626363 -0.0011400356460362674 -0.00843675434589386 0.07190555334091187 
2374 21.87117910385132 0.0005752444267272949 -0.011313110589981079 0.1902136206626892 0.10783655234307055 0.18308785856328905 -0.0 -0.1726168884573669 -0.0017397320584674 0.17435662051583428 5035.0 -2986.0 1205.0 0.1216153109073639 0.12670683860778809 -0.005341840305626363 -0.0011428639236837625 -0.008436918258666992 0.05752388387918472 
2375 21.875969886779785 0.0007669925689697266 -0.011696606874465942 0.18983012437820435 0.114260115108192 0.1586184302549809 -0.0 -0.14954689020594988 -0.01851954821927223 0.16806643842522212 5031.0 -2975.0 1200.0 0.12382041454315186 0.13100199699401854 -0.005341840305626363 -0.0011457880754023792 -0.004218459129333496 0.028762221336364746 
2376 21.881157875061035 0.0005752444267272949 -0.012080103158950806 0.18944662809371948 0.12049192973107102 0.16291056861542164 -0.0 -0.15359355705989464 -0.02158447012485598 0.17517802718475062 5027.0 -2965.0 1197.0 0.1216153109073639 0.135297155380249 -0.005341840305626363 -0.0011488081011921168 0.004218459129333496 0.028762221336364746 
2377 21.88599729537964 -0.00019174069166183472 -0.012271851301193237 0.18925487995147705 0.12432681434482339 0.1506739691775292 -0.0 -0.14205678047163164 -0.030484028594368613 0.17254080906600025 5022.0 -2957.0 1196.0 0.1127949820458889 0.13744473457336426 -0.005341840305626363 -0.001151876064017415 0.016873672604560852 0.014381110668182373 
2378 21.89128565788269 -0.0013422295451164246 -0.012847095727920532 0.1888713836669922 0.11953327470153574 0.18587571631930766 -0.0 -0.17524530595638593 -0.0099758571227056 0.18522116307909153 5018.0 -2950.0 1195.0 0.09956436023116112 0.14388747215270994 -0.005341840305626363 -0.0011550878379493952 0.025310754776000977 0.04314333200454712 
2379 21.895991802215576 -0.002109222114086151 -0.013805828988552094 0.18867963552474976 0.1022759418997169 0.225371739923954 -0.0 -0.2124825141173851 0.022733300186410968 0.18974921393097413 5012.0 -2943.0 1195.0 0.09074394568800927 0.15462528467178344 -0.005341840305626363 -0.0011585392951965333 0.016873836517333984 0.0719049945473671 
2380 21.90103793144226 -0.0036431998014450073 -0.014764569699764252 0.18867963552474976 0.1015088710996509 0.23610650354065 -0.0 -0.22260334631445225 0.028420026970527916 0.19418331934392433 5007.0 -2937.0 1196.0 0.07310320228338242 0.1653631806373596 -0.005341840305626363 -0.0011622304376214742 0.033747509121894836 0.07190555334091187 
2381 21.905992031097412 -0.005560673773288727 -0.014764569699764252 0.1888713836669922 0.08789483868211512 0.1641972590573132 -0.0 -0.1548066604422272 0.00563749495597259 0.1491691654862546 5002.0 -2931.0 1198.0 0.05105225160717965 0.1653631806373596 -0.005341840305626363 -0.0011659215800464155 0.04218442738056183 0.0 
2382 21.91105341911316 -0.005560673773288727 -0.014764569699764252 0.1888713836669922 0.04571041130155328 0.16419356791488826 -0.0 -0.1548031803997752 0.04007919565936927 0.11472398474040593 5002.0 -2931.0 1198.0 0.05105225160717965 0.1653631806373596 -0.005341840305626363 -0.0011696127224713566 0.0 0.0 
2383 21.91598153114319 -0.008053399622440338 -0.013997577130794525 0.1888713836669922 0.07188403271764521 0.09807530907541512 -0.0 -0.09246628815225677 -0.012459922861125718 0.10492621101338247 4997.0 -2927.0 1199.0 0.022385904341936113 0.15677286386489866 -0.005341840305626363 -0.001173112116754055 0.05483996868133545 -0.05752444267272949 
2384 21.921000719070435 -0.008053399622440338 -0.013997577130794525 0.1888713836669922 0.01704406403630975 0.1555962523538619 -0.0 -0.1466975535555054 0.05943235676699257 0.08726519678851281 4990.0 -2922.0 1202.0 0.022385904341936113 0.15677286386489866 -0.005341840305626363 -0.0011766115110367536 0.0 0.0 
2385 21.92602276802063 -0.01725728064775467 -0.011121362447738647 0.18867963552474976 0.1136830004819483 -0.09233623366616667 -0.0 0.08705543596609605 -0.13634949918616382 0.04929406322006778 4978.0 -2914.0 1208.0 -0.08345872744917869 0.12455925941467284 -0.005343654625788301 -0.0011793918516486885 0.20248538255691528 -0.21571610122919083 
2386 21.931008338928223 -0.021092236042022705 -0.010354377329349518 0.18848788738250732 -0.048538123494163136 0.05726316176354884 -0.0 -0.05398822666025014 0.06662532520775699 -0.012637098547506859 4973.0 -2911.0 1211.0 -0.12756071448326112 0.1159690260887146 -0.005346427684798807 -0.0011819804459810258 0.08436901867389679 -0.05752388387918472 
2387 21.935975790023804 -0.02569417655467987 -0.009587384760379791 0.18848788738250732 -0.08459069032929836 0.04866988935135304 -0.0 -0.04588641173325422 0.09201121529881529 -0.04612480356556105 4967.0 -2908.0 1214.0 -0.1804830303788185 0.10737870931625365 -0.005350351228937476 -0.0011843772921711208 0.1012426912784576 -0.05752444267272949 
2388 21.940996885299683 -0.0306796133518219 -0.009012140333652496 0.18867963552474976 -0.13349146514110263 0.056606009405106295 -0.0 -0.05336865747501352 0.13567965360824974 -0.08231099613323624 4962.0 -2905.0 1217.0 -0.23781555354595182 0.10093597173690795 -0.005355521132275431 -0.0011866303272545337 0.10967960953712463 -0.04314333200454712 
2389 21.94597554206848 -0.0354733020067215 -0.00824514776468277 0.18867963552474976 -0.19284371212728313 0.03363252067752182 -0.0 -0.03170904458596327 0.17331075389831896 -0.14160170931235566 4957.0 -2903.0 1219.0 -0.29294297307729716 0.09234565496444702 -0.005361889457777111 -0.0011886916141957045 0.10546115040779114 -0.05752444267272949 
2390 21.950994968414307 -0.04007524996995926 -0.00747816264629364 0.18867963552474976 -0.24999192773357026 0.025040976604446756 -0.0 -0.023608859152717314 0.2159219838303499 -0.19231312467763262 4954.0 -2901.0 1221.0 -0.34586537465453143 0.08375542163848876 -0.005369408270269601 -0.001190561154857278 0.10124285519123077 -0.05752388387918472 
2391 21.955966472625732 -0.04448544234037399 -0.00632767379283905 0.18867963552474976 -0.30493638439603143 -0.016608860602602367 -0.0 0.01565898394650963 0.2411500232865676 -0.2568090072330772 4950.0 -2899.0 1223.0 -0.39658258691430087 0.07086994647979736 -0.0053780296308546935 -0.0011921430733054879 0.09702423214912415 -0.08628666400909424 
2392 21.960998058319092 -0.048703886568546295 -0.005560681223869324 0.18867963552474976 -0.35767662812098855 0.0035616537909954745 -0.0 -0.0033579593971355655 0.29372072363711266 -0.29036276423997703 4947.0 -2897.0 1224.0 -0.44509469553828235 0.06227962970733642 -0.00538770560249683 -0.001193533243611455 0.09280577301979065 -0.05752444267272949 
2393 21.96597647666931 -0.0529223307967186 -0.004985444247722626 0.18867963552474976 -0.4061994673276692 0.011499422758817665 -0.0 -0.010841759749987849 0.33708135612269935 -0.3262395963727115 4944.0 -2894.0 1224.0 -0.4936068041622638 0.0558369755744934 -0.00539843618519601 -0.0011947796046733858 0.09280577301979065 -0.04314277321100235 
2394 21.97100043296814 -0.05694904178380966 -0.0046019479632377625 0.18867963552474976 -0.4567365122434497 0.021583665760233996 -0.0 -0.02034927522923381 0.38309843824624795 -0.36274916301701415 4942.0 -2890.0 1224.0 -0.5399139805138111 0.05154181718826294 -0.005410173445641962 -0.0011959300916641951 0.08858764171600342 -0.028762221336364746 
2395 21.975969076156616 -0.0607839897274971 -0.004793696105480194 0.18867963552474976 -0.5050698965481668 0.06687337853386999 -0.0 -0.06304882592287248 0.44391225662253464 -0.38086343069966216 4939.0 -2886.0 1222.0 -0.5840158818662167 0.05368939638137817 -0.005422869443073836 -0.0011971285156905651 0.08436885476112366 0.014381110668182373 
2396 21.98099970817566 -0.06442718952894211 -0.005368933081626892 0.1888713836669922 -0.5511987601915002 0.10207635297626257 -0.0 -0.09623850851774249 0.4981711573668326 -0.4019326488490901 4937.0 -2880.0 1219.0 -0.6259126795828343 0.060132050514221186 -0.005436476240456071 -0.0011984707489609719 0.08015039563179016 0.04314277321100235 
2397 21.985990047454834 -0.06442718952894211 -0.005368933081626892 0.1888713836669922 -0.6313627626206726 0.058932237531989805 -0.0 -0.0555618463858218 0.5432864601977734 -0.4877246138119516 4937.0 -2880.0 1219.0 -0.6259126795828343 0.060132050514221186 -0.005450083037838306 -0.0011998129822313787 0.0 0.0 
2398 21.990976572036743 -0.06807038933038712 -0.00632767379283905 0.1888713836669922 -0.5931236823028325 0.14157410492002964 -0.0 -0.1334773461724916 0.5510221317537712 -0.4175447855812796 4934.0 -2868.0 1211.0 -0.6678094772994518 0.07086994647979736 -0.005464600635170902 -0.0012013949006795884 0.08015039563179016 0.07190555334091187 
2399 21.996026515960693 -0.07190535217523575 -0.007669910788536072 0.18906313180923462 -0.6330224444017559 0.1853674631305039 -0.0 -0.17476612025456884 0.6042437216318295 -0.42947760137726065 4932.0 -2861.0 1203.0 -0.7119115500152111 0.085903000831604 -0.005480076973214711 -0.0012033123783767225 0.08436918258666992 0.10066777467727661 
