i t_now roll pitch yaw dyaw psi_1 psi_2 psi_3 dpsi1 dpsi2 dpsi3 Tz 
187 10.965797901153564 -0.0391165092587471 0.0517718531191349 0.6435049846768379 0.6902933120727539 814.0 766.0 780.0 5.0 5.0 5.0 0.25 
188 10.970804452896118 -0.0391165092587471 0.0517718531191349 0.6435049846768379 0.0 814.0 766.0 780.0 5.0 5.0 5.0 0.25 
189 10.975719213485718 -0.03930825740098953 0.05158010497689247 0.6505996063351631 1.418924331665039 823.0 776.0 789.0 6.0 5.0 6.0 0.25 
190 10.980830192565918 -0.039691753685474396 0.0517718531191349 0.6542428210377693 0.7286429405212402 829.0 781.0 795.0 5.0 5.0 4.0 0.25 
191 10.985725164413452 -0.039691753685474396 0.0517718531191349 0.6542428210377693 0.0 834.0 786.0 799.0 4.0 5.0 4.0 0.25 
192 10.990740299224854 -0.039691753685474396 0.05158010497689247 0.6615292504429817 1.4572858810424805 838.0 791.0 803.0 5.0 4.0 5.0 0.25 
193 10.995742559432983 -0.039691753685474396 0.05081311613321304 0.6649807170033455 0.6902933120727539 843.0 795.0 808.0 7.0 7.0 6.0 0.25 
194 11.000790357589722 -0.03988350182771683 0.051004864275455475 0.6688156202435493 0.7669806480407715 850.0 802.0 814.0 4.0 4.0 5.0 0.25 
195 11.005744934082031 -0.039500005543231964 0.05023787170648575 0.6724588349461555 0.7286429405212402 854.0 806.0 819.0 5.0 5.0 4.0 0.25 
196 11.010738134384155 -0.039500005543231964 0.05062136799097061 0.6761020496487617 0.7286429405212402 859.0 811.0 823.0 5.0 5.0 5.0 0.25 
197 11.015735149383545 -0.03873301297426224 0.04927913472056389 0.6795535162091255 0.6902933120727539 864.0 816.0 828.0 6.0 5.0 5.0 0.25 
198 11.020761013031006 -0.03873301297426224 0.04947088286280632 0.6830049827694893 0.6902933120727539 870.0 821.0 833.0 4.0 5.0 4.0 0.25 
199 11.025734663009644 -0.03873301297426224 0.04947088286280632 0.6830049827694893 0.0 870.0 821.0 833.0 4.0 5.0 4.0 0.25 
200 11.03076434135437 -0.03873301297426224 0.04966263100504875 0.6864564493298531 0.6902933120727539 874.0 826.0 837.0 6.0 6.0 6.0 0.25 
201 11.035740613937378 -0.03873301297426224 0.05004612356424332 0.6897161081433296 0.6519317626953125 880.0 832.0 843.0 5.0 5.0 5.0 0.25 
202 11.04075837135315 -0.038541264832019806 0.05062136799097061 0.6962355449795723 1.3038873672485352 890.0 842.0 853.0 4.0 5.0 4.0 0.25 
203 11.045722007751465 -0.038349516689777374 0.051004864275455475 0.6996870115399361 0.6902933120727539 894.0 847.0 857.0 5.0 4.0 5.0 0.25 
204 11.0507333278656 -0.03815776854753494 0.051196612417697906 0.7031384781002998 0.6902933120727539 899.0 851.0 862.0 4.0 5.0 5.0 0.25 
205 11.055732727050781 -0.03796602040529251 0.05138835683465004 0.7065899446606636 0.6902933120727539 903.0 856.0 867.0 5.0 6.0 5.0 0.25 
206 11.060731410980225 -0.03796602040529251 0.05138835683465004 0.710233099758625 0.7286310195922852 908.0 862.0 872.0 5.0 5.0 5.0 0.25 
207 11.065752983093262 -0.03796602040529251 0.05138835683465004 0.710233099758625 0.0 913.0 867.0 877.0 4.0 4.0 5.0 0.25 
208 11.070769548416138 -0.037582531571388245 0.0517718531191349 0.7175195291638374 1.4572858810424805 917.0 871.0 882.0 4.0 6.0 5.0 0.25 
209 11.075737714767456 -0.037582531571388245 0.052155349403619766 0.7211627438664436 0.7286429405212402 921.0 877.0 887.0 6.0 6.0 6.0 0.25 
210 11.080786943435669 -0.037582531571388245 0.05273059010505676 0.7248059585690498 0.7286429405212402 927.0 883.0 893.0 4.0 4.0 4.0 0.25 
211 11.0857412815094 -0.037582531571388245 0.052922338247299194 0.728449173271656 0.7286429405212402 931.0 887.0 897.0 4.0 5.0 5.0 0.25 
212 11.090749740600586 -0.037582531571388245 0.05330583453178406 0.731900580227375 0.6902813911437988 935.0 892.0 902.0 4.0 5.0 5.0 0.25 
213 11.095736980438232 -0.03739078342914581 0.05368933081626892 0.7351602986454964 0.6519436836242676 939.0 897.0 907.0 5.0 6.0 5.0 0.25 
214 11.100735187530518 -0.03739078342914581 0.05426457151770592 0.7384200170636177 0.6519436836242676 944.0 903.0 912.0 5.0 5.0 5.0 0.25 
215 11.105737924575806 -0.03739078342914581 0.05426457151770592 0.7384200170636177 0.0 944.0 903.0 912.0 5.0 5.0 5.0 0.25 
216 11.110760927200317 -0.03700728714466095 0.05483981594443321 0.7441724613308907 1.1504888534545898 955.0 914.0 923.0 4.0 5.0 5.0 0.25 
217 11.115768671035767 -0.03700728714466095 0.05483981594443321 0.7441724613308907 0.0 955.0 914.0 923.0 4.0 5.0 5.0 0.25 
218 11.120789766311646 -0.03624029457569122 0.055223312228918076 0.7495414093136787 1.0737895965576172 964.0 924.0 933.0 4.0 4.0 4.0 0.25 
219 11.12574291229248 -0.03624029457569122 0.05579855293035507 0.7520340755581856 0.4985332489013672 968.0 928.0 937.0 5.0 5.0 5.0 0.25 
220 11.130754470825195 -0.03624029457569122 0.05637379735708237 0.7547185495495796 0.5368947982788086 973.0 933.0 942.0 4.0 5.0 5.0 0.25 
221 11.135747909545898 -0.036432042717933655 0.05675728991627693 0.7572112753987312 0.49854516983032227 977.0 938.0 947.0 5.0 5.0 5.0 0.25 
222 11.140773057937622 -0.036432042717933655 0.05675728991627693 0.7572112753987312 0.0 977.0 938.0 947.0 5.0 5.0 5.0 0.25 
223 11.145740509033203 -0.036623790860176086 0.05733253434300423 0.7597040012478828 0.49854516983032227 987.0 948.0 957.0 4.0 4.0 5.0 0.25 
224 11.150750160217285 -0.03681553900241852 0.058099523186683655 0.7652646973729134 1.1121392250061035 991.0 952.0 962.0 4.0 5.0 5.0 0.25 
225 11.155741453170776 -0.03681553900241852 0.058099523186683655 0.7652646973729134 0.0 991.0 952.0 962.0 4.0 5.0 5.0 0.25 
226 11.160739421844482 -0.03681553900241852 0.059250012040138245 0.7712088897824287 1.1888384819030762 1001.0 963.0 973.0 4.0 4.0 5.0 0.25 
227 11.165741682052612 -0.03700728714466095 0.05982525274157524 0.7742768004536629 0.6135821342468262 1005.0 967.0 978.0 5.0 4.0 5.0 0.25 
228 11.170739650726318 -0.03700728714466095 0.060400497168302536 0.7775365188717842 0.6519436836242676 1010.0 971.0 983.0 4.0 4.0 5.0 0.25 
229 11.175849199295044 -0.03700728714466095 0.060400497168302536 0.7775365188717842 0.0 1010.0 971.0 983.0 4.0 4.0 5.0 0.25 
230 11.180742025375366 -0.03700728714466095 0.06174273043870926 0.7840559557080269 1.3038873672485352 1019.0 979.0 993.0 4.0 5.0 5.0 0.25 
231 11.185767889022827 -0.03700728714466095 0.062317971140146255 0.7873156741261482 0.6519436836242676 1023.0 984.0 998.0 6.0 5.0 6.0 0.25 
232 11.190757513046265 -0.03700728714466095 0.062317971140146255 0.7873156741261482 0.0 1023.0 984.0 998.0 6.0 5.0 6.0 0.25 
233 11.195735692977905 -0.03700728714466095 0.06289321556687355 0.7905753925442696 0.6519436836242676 1029.0 989.0 1004.0 4.0 4.0 4.0 0.25 
234 11.200733184814453 -0.03719903528690338 0.06346845626831055 0.7940267994999886 0.6902813911437988 1033.0 993.0 1008.0 5.0 4.0 5.0 0.25 
235 11.205734968185425 -0.03719903528690338 0.06481068953871727 0.8005462363362312 1.3038873672485352 1042.0 1001.0 1018.0 5.0 5.0 5.0 0.25 
236 11.210774898529053 -0.03719903528690338 0.06538593396544456 0.8038059547543526 0.6519436836242676 1047.0 1006.0 1023.0 4.0 4.0 5.0 0.25 
237 11.215742826461792 -0.03719903528690338 0.06596117466688156 0.8070656731724739 0.6519436836242676 1051.0 1010.0 1028.0 6.0 5.0 5.0 0.25 
238 11.220741510391235 -0.03719903528690338 0.06672816723585129 0.8103253915905952 0.6519436836242676 1057.0 1015.0 1033.0 5.0 4.0 5.0 0.25 
239 11.225744247436523 -0.03719903528690338 0.06672816723585129 0.8103253915905952 0.0 1062.0 1019.0 1038.0 4.0 4.0 5.0 0.25 
240 11.230733156204224 -0.03739078342914581 0.06787865236401558 0.8168447688221931 1.30387544631958 1066.0 1023.0 1043.0 5.0 5.0 5.0 0.25 
241 11.235721111297607 -0.037582531571388245 0.06845389679074287 0.8202962353825569 0.6902933120727539 1071.0 1028.0 1048.0 6.0 5.0 6.0 0.25 
242 11.240729331970215 -0.037582531571388245 0.06883738934993744 0.8235559538006783 0.6519436836242676 1077.0 1033.0 1054.0 5.0 5.0 5.0 0.25 
243 11.245747804641724 -0.037582531571388245 0.06883738934993744 0.8235559538006783 0.0 1077.0 1033.0 1054.0 5.0 5.0 5.0 0.25 
244 11.250738620758057 -0.037774279713630676 0.0692208856344223 0.8268156722187996 0.6519436836242676 1082.0 1038.0 1059.0 4.0 4.0 5.0 0.25 
245 11.25574278831482 -0.03796602040529251 0.06998787447810173 0.8333351090550423 1.3038873672485352 1091.0 1046.0 1068.0 5.0 5.0 6.0 0.25 
246 11.260767221450806 -0.03815776854753494 0.0703713707625866 0.8364030197262764 0.6135821342468262 1096.0 1051.0 1074.0 5.0 4.0 5.0 0.25 
247 11.26572585105896 -0.03815776854753494 0.07075486704707146 0.8392792418599129 0.5752444267272949 1101.0 1055.0 1079.0 6.0 5.0 5.0 0.25 
248 11.270732164382935 -0.038349516689777374 0.07094661518931389 0.8421554639935493 0.5752444267272949 1107.0 1060.0 1084.0 5.0 4.0 5.0 0.25 
249 11.275786876678467 -0.038349516689777374 0.07094661518931389 0.8421554639935493 0.0 1107.0 1060.0 1084.0 5.0 4.0 5.0 0.25 
250 11.280735969543457 -0.038541264832019806 0.07133010774850845 0.8479079082608223 1.1504888534545898 1117.0 1069.0 1094.0 5.0 4.0 4.0 0.25 
251 11.285751819610596 -0.03873301297426224 0.07152185589075089 0.8507841303944588 0.5752444267272949 1122.0 1073.0 1098.0 5.0 4.0 5.0 0.25 
252 11.290759325027466 -0.03873301297426224 0.07152185589075089 0.8507841303944588 0.0 1122.0 1073.0 1098.0 5.0 4.0 5.0 0.25 
253 11.2958505153656 -0.0391165092587471 0.07209710031747818 0.8569200709462166 1.2271881103515625 1131.0 1081.0 1107.0 6.0 5.0 5.0 0.25 
254 11.300836324691772 -0.03930825740098953 0.07248059660196304 0.8601797297596931 0.6519317626953125 1137.0 1086.0 1112.0 5.0 5.0 4.0 0.25 
255 11.305806159973145 -0.03930825740098953 0.07248059660196304 0.8601797297596931 0.0 1137.0 1086.0 1112.0 5.0 5.0 4.0 0.25 
256 11.3108229637146 -0.03930825740098953 0.07248059660196304 0.8601797297596931 0.0 1142.0 1091.0 1116.0 4.0 4.0 4.0 0.25 
257 11.31590986251831 -0.04007524996995926 0.07305583730340004 0.8695753887295723 1.87913179397583 1151.0 1099.0 1125.0 6.0 6.0 5.0 0.25 
258 11.320802450180054 -0.04007524996995926 0.07305583730340004 0.8695753887295723 0.0 1151.0 1099.0 1125.0 6.0 6.0 5.0 0.25 
259 11.325750589370728 -0.04026699811220169 0.0734393335878849 0.8728351071476936 0.6519436836242676 1157.0 1105.0 1130.0 5.0 5.0 5.0 0.25 
260 11.330795526504517 -0.04045874625444412 0.07382282800972462 0.8759030774235725 0.6135940551757812 1162.0 1110.0 1135.0 4.0 4.0 4.0 0.25 
261 11.335747480392456 -0.04103398323059082 0.07420632429420948 0.8824224546551704 1.30387544631958 1171.0 1118.0 1143.0 5.0 5.0 4.0 0.25 
262 11.340910911560059 -0.04122573137283325 0.07439807057380676 0.8856821730732918 0.6519436836242676 1176.0 1123.0 1147.0 5.0 5.0 4.0 0.25 
263 11.345739603042603 -0.04122573137283325 0.07439807057380676 0.8856821730732918 0.0 1176.0 1123.0 1147.0 5.0 5.0 4.0 0.25 
264 11.350785255432129 -0.04084223508834839 0.0734393335878849 0.892009861767292 1.2655377388000488 1185.0 1132.0 1155.0 6.0 6.0 5.0 0.25 
265 11.355805397033691 -0.04084223508834839 0.0734393335878849 0.892009861767292 0.0 1185.0 1132.0 1155.0 6.0 6.0 5.0 0.25 
266 11.360724925994873 -0.04045874625444412 0.07267234288156033 0.8983375504612923 1.2655377388000488 1196.0 1143.0 1165.0 5.0 4.0 4.0 0.25 
267 11.365801095962524 -0.04045874625444412 0.07267234288156033 0.8983375504612923 0.0 1196.0 1143.0 1165.0 5.0 4.0 4.0 0.25 
268 11.370875120162964 -0.04026699811220169 0.07152185589075089 0.9046651795506477 1.2655258178710938 1206.0 1152.0 1173.0 4.0 4.0 4.0 0.25 
269 11.375819683074951 -0.04026699811220169 0.07152185589075089 0.9046651795506477 0.0 1206.0 1152.0 1173.0 4.0 4.0 4.0 0.25 
270 11.380860805511475 -0.03988350182771683 0.07017962262034416 0.9077331498265266 0.6135940551757812 1210.0 1156.0 1177.0 6.0 5.0 5.0 0.25 
271 11.385785579681396 -0.04007524996995926 0.07056311890482903 0.910992868244648 0.6519436836242676 1216.0 1161.0 1182.0 5.0 5.0 4.0 0.25 
272 11.390733480453491 -0.03988350182771683 0.06941263377666473 0.9177040532231331 1.3422369956970215 1226.0 1171.0 1191.0 4.0 5.0 4.0 0.25 
273 11.395800113677979 -0.03988350182771683 0.06941263377666473 0.9177040532231331 0.0 1226.0 1171.0 1191.0 4.0 5.0 4.0 0.25 
274 11.400733947753906 -0.03988350182771683 0.06883738934993744 0.9244151785969734 1.3422250747680664 1236.0 1181.0 1200.0 5.0 5.0 4.0 0.25 
275 11.405849933624268 -0.039691753685474396 0.06787865236401558 0.9276748970150948 0.6519436836242676 1241.0 1186.0 1204.0 5.0 5.0 4.0 0.25 
276 11.41073727607727 -0.03988350182771683 0.06826214864850044 0.9309346154332161 0.6519436836242676 1246.0 1191.0 1208.0 5.0 4.0 4.0 0.25 
277 11.415808916091919 -0.03988350182771683 0.06826214864850044 0.9309346154332161 0.0 1246.0 1191.0 1208.0 5.0 4.0 4.0 0.25 
278 11.420735597610474 -0.039691753685474396 0.06730340793728828 0.9341943338513374 0.6519436836242676 1251.0 1195.0 1212.0 5.0 5.0 5.0 0.25 
279 11.42574691772461 -0.039500005543231964 0.06653641909360886 0.9407137706875801 1.3038873672485352 1261.0 1205.0 1222.0 5.0 5.0 5.0 0.25 
280 11.430750370025635 -0.039500005543231964 0.06653641909360886 0.9407137706875801 0.0 1261.0 1205.0 1222.0 5.0 5.0 5.0 0.25 
281 11.435765266418457 -0.03988350182771683 0.06691991537809372 0.9441651776432991 0.6902813911437988 1266.0 1210.0 1227.0 5.0 5.0 4.0 0.25 
282 11.440723180770874 -0.039500005543231964 0.06596117466688156 0.9476166442036629 0.6902933120727539 1271.0 1215.0 1231.0 6.0 5.0 5.0 0.25 
283 11.446417331695557 -0.03988350182771683 0.06634467095136642 0.9508763626217842 0.6519436836242676 1277.0 1220.0 1236.0 4.0 5.0 5.0 0.25 
284 11.450752973556519 -0.0391165092587471 0.0650024376809597 0.954327829182148 0.6902933120727539 1281.0 1225.0 1241.0 5.0 5.0 4.0 0.25 
285 11.455891847610474 -0.0391165092587471 0.06519418582320213 0.9575875476002693 0.6519436836242676 1286.0 1230.0 1245.0 5.0 5.0 5.0 0.25 
286 11.46074366569519 -0.03873301297426224 0.06366020441055298 0.9606555178761482 0.6135940551757812 1291.0 1235.0 1250.0 5.0 5.0 5.0 0.25 
287 11.46576452255249 -0.0391165092587471 0.06404370069503784 0.9641069248318672 0.6902813911437988 1296.0 1240.0 1255.0 5.0 5.0 5.0 0.25 
288 11.470739841461182 -0.038541264832019806 0.06289321556687355 0.9671748951077461 0.6135940551757812 1301.0 1245.0 1260.0 5.0 5.0 4.0 0.25 
289 11.475799083709717 -0.038541264832019806 0.06327670812606812 0.9706263616681099 0.6902933120727539 1306.0 1250.0 1264.0 5.0 5.0 5.0 0.25 
290 11.480737447738647 -0.03719903528690338 0.06193447858095169 0.9736943319439888 0.6135940551757812 1311.0 1255.0 1269.0 5.0 6.0 6.0 0.25 
291 11.48577070236206 -0.03681553900241852 0.062126222997903824 0.9771457985043526 0.6902933120727539 1316.0 1261.0 1275.0 5.0 5.0 4.0 0.25 
292 11.490823984146118 -0.03585679829120636 0.0607839897274971 0.9804055169224739 0.6519436836242676 1321.0 1266.0 1279.0 4.0 4.0 5.0 0.25 
293 11.495731592178345 -0.03585679829120636 0.06097573786973953 0.9838569834828377 0.6902933120727539 1325.0 1270.0 1284.0 4.0 5.0 4.0 0.25 
294 11.500764608383179 -0.03566505014896393 0.061167486011981964 0.9871166422963142 0.6519317626953125 1334.0 1280.0 1293.0 4.0 5.0 4.0 0.25 
295 11.505844831466675 -0.03528156131505966 0.06174273043870926 0.9940195754170418 1.3805866241455078 1338.0 1285.0 1297.0 5.0 5.0 6.0 0.25 
296 11.51076865196228 -0.03508981317281723 0.06193447858095169 0.9974710419774055 0.6902933120727539 1343.0 1290.0 1303.0 4.0 5.0 4.0 0.25 
297 11.515778064727783 -0.03508981317281723 0.06193447858095169 0.9974710419774055 0.0 1343.0 1290.0 1303.0 4.0 5.0 4.0 0.25 
298 11.520787239074707 -0.0348980650305748 0.062126222997903824 1.0009225085377693 0.6902933120727539 1347.0 1295.0 1307.0 5.0 6.0 5.0 0.25 
299 11.525786638259888 -0.0348980650305748 0.062317971140146255 1.0045657232403755 0.7286429405212402 1352.0 1301.0 1312.0 4.0 4.0 5.0 0.25 
300 11.530884504318237 -0.03374757617712021 0.06155098229646683 1.0116603448987007 1.418924331665039 1360.0 1311.0 1322.0 4.0 4.0 5.0 0.25 
301 11.535759925842285 -0.03374757617712021 0.06155098229646683 1.0116603448987007 0.0 1360.0 1311.0 1322.0 4.0 4.0 5.0 0.25 
302 11.5407395362854 -0.03298058360815048 0.06059224531054497 1.015303559601307 0.7286429405212402 1364.0 1315.0 1327.0 5.0 6.0 5.0 0.25 
303 11.545742988586426 -0.03298058360815048 0.0607839897274971 1.0189467743039131 0.7286429405212402 1369.0 1321.0 1332.0 5.0 5.0 5.0 0.25 
304 11.550755262374878 -0.032405346632003784 0.060400497168302536 1.0225899890065193 0.7286429405212402 1374.0 1326.0 1337.0 4.0 5.0 5.0 0.25 
305 11.555990934371948 -0.03221359848976135 0.06059224531054497 1.0262332037091255 0.7286429405212402 1378.0 1331.0 1342.0 4.0 4.0 5.0 0.25 
306 11.560737133026123 -0.03221359848976135 0.06059224531054497 1.0262332037091255 0.0 1382.0 1335.0 1347.0 5.0 7.0 6.0 0.25 
307 11.565767049789429 -0.03202185034751892 0.06059224531054497 1.0331360772252083 1.3805747032165527 1387.0 1342.0 1353.0 5.0 4.0 5.0 0.25 
308 11.570750951766968 -0.03202185034751892 0.0607839897274971 1.0362040475010872 0.6135940551757812 1392.0 1346.0 1358.0 4.0 5.0 5.0 0.25 
309 11.575811624526978 -0.03183010220527649 0.061167486011981964 1.0394637659192085 0.6519436836242676 1396.0 1351.0 1363.0 5.0 5.0 5.0 0.25 
310 11.580731391906738 -0.03163835406303406 0.06155098229646683 1.042339988052845 0.5752444267272949 1405.0 1361.0 1373.0 4.0 5.0 5.0 0.25 
311 11.585793495178223 -0.03163835406303406 0.06155098229646683 1.042339988052845 0.0 1405.0 1361.0 1373.0 4.0 5.0 5.0 0.25 
312 11.590734958648682 -0.031446605920791626 0.062317971140146255 1.0482841804623604 1.1888384819030762 1409.0 1366.0 1378.0 5.0 5.0 5.0 0.25 
313 11.595777034759521 -0.03183010220527649 0.06270146742463112 1.0513520911335945 0.6135821342468262 1414.0 1371.0 1383.0 5.0 4.0 5.0 0.25 
314 11.600756883621216 -0.03183010220527649 0.06308496370911598 1.054228313267231 0.5752444267272949 1419.0 1375.0 1388.0 5.0 5.0 6.0 0.25 
315 11.60588812828064 -0.03202185034751892 0.06346845626831055 1.05729628354311 0.6135940551757812 1424.0 1380.0 1394.0 4.0 5.0 5.0 0.25 
316 11.610753297805786 -0.03202185034751892 0.06404370069503784 1.0603642538189888 0.6135940551757812 1428.0 1385.0 1399.0 5.0 4.0 5.0 0.25 
317 11.61577033996582 -0.03202185034751892 0.06481068953871727 1.0636239722371101 0.6519436836242676 1433.0 1389.0 1404.0 5.0 4.0 4.0 0.25 
318 11.620800971984863 -0.03202185034751892 0.06538593396544456 1.066691942512989 0.6135940551757812 1438.0 1393.0 1408.0 5.0 5.0 6.0 0.25 
319 11.625900983810425 -0.03202185034751892 0.06538593396544456 1.066691942512989 0.0 1438.0 1393.0 1408.0 5.0 5.0 6.0 0.25 
320 11.630743265151978 -0.03221359848976135 0.06672816723585129 1.072827823460102 1.2271761894226074 1448.0 1402.0 1420.0 5.0 4.0 4.0 0.25 
321 11.636260509490967 -0.03221359848976135 0.06672816723585129 1.072827823460102 0.0 1448.0 1402.0 1420.0 5.0 4.0 4.0 0.25 
322 11.640745639801025 -0.032405346632003784 0.06787865236401558 1.0793472602963448 1.3038873672485352 1457.0 1410.0 1429.0 5.0 5.0 6.0 0.25 
323 11.645808219909668 -0.032405346632003784 0.06845389679074287 1.082606978714466 0.6519436836242676 1462.0 1415.0 1435.0 5.0 4.0 5.0 0.25 
324 11.650770425796509 -0.03221359848976135 0.06902913749217987 1.0858666971325874 0.6519436836242676 1467.0 1419.0 1440.0 4.0 4.0 5.0 0.25 
325 11.656140089035034 -0.032405346632003784 0.06960438191890717 1.0893181636929512 0.6902933120727539 1471.0 1423.0 1445.0 5.0 4.0 4.0 0.25 
326 11.660753726959229 -0.032405346632003784 0.07017962262034416 1.0925778225064278 0.6519317626953125 1476.0 1427.0 1449.0 5.0 4.0 6.0 0.25 
327 11.665776014328003 -0.032405346632003784 0.07017962262034416 1.0925778225064278 0.0 1481.0 1431.0 1455.0 5.0 4.0 5.0 0.25 
328 11.670846223831177 -0.032597094774246216 0.07152185589075089 1.0990972593426704 1.3038873672485352 1486.0 1435.0 1460.0 5.0 5.0 5.0 0.25 
329 11.675794124603271 -0.032597094774246216 0.07209710031747818 1.1025487259030342 0.6902933120727539 1491.0 1440.0 1465.0 4.0 4.0 5.0 0.25 
330 11.680746793746948 -0.032405346632003784 0.07286409102380276 1.1058083847165108 0.6519317626953125 1495.0 1444.0 1470.0 6.0 5.0 6.0 0.25 
331 11.685955047607422 -0.032405346632003784 0.0734393335878849 1.1090681627392769 0.6519556045532227 1501.0 1449.0 1476.0 5.0 4.0 4.0 0.25 
332 11.690743923187256 -0.03202185034751892 0.07324758544564247 1.1121361330151558 0.6135940551757812 1506.0 1453.0 1480.0 5.0 4.0 6.0 0.25 
333 11.696053266525269 -0.03202185034751892 0.07382282800972462 1.1153957918286324 0.6519317626953125 1511.0 1457.0 1486.0 4.0 4.0 5.0 0.25 
