i t_now roll pitch yaw dyaw psi_1 psi_2 psi_3 dpsi1 dpsi2 dpsi3 Tz 
98 10.495639085769653 -0.0 0.0 0.0 0.0 385.0 372.0 389.0 4.0 4.0 4.0 0.25 
99 10.50071406364441 -0.0 0.0 0.0 0.0 385.0 372.0 389.0 4.0 4.0 4.0 0.25 
100 10.505646467208862 -0.0 0.0 0.0 0.0 389.0 376.0 393.0 4.0 4.0 4.0 0.25 
101 10.510669231414795 -0.0 0.0 0.0 0.0 393.0 380.0 397.0 4.0 4.0 4.0 0.25 
102 10.515681266784668 -0.0 0.0 0.0 0.0 397.0 384.0 401.0 4.0 4.0 4.0 0.25 
103 10.520803451538086 -0.0 0.0 0.0 0.0 401.0 388.0 405.0 4.0 4.0 4.0 0.25 
104 10.5256826877594 -0.0 0.0 0.0 0.0 405.0 392.0 409.0 4.0 4.0 4.0 0.25 
105 10.53066349029541 -0.0 0.0 0.0 0.0 413.0 400.0 417.0 4.0 4.0 4.0 0.25 
106 10.535676956176758 -0.0 0.0 0.0 0.0 417.0 404.0 421.0 4.0 4.0 4.0 0.25 
107 10.540957927703857 -0.0 0.0 0.0 0.0 421.0 408.0 425.0 4.0 4.0 4.0 0.25 
108 10.545652627944946 -0.0 0.0 0.0 0.0 425.0 412.0 429.0 4.0 4.0 4.0 0.25 
109 10.550801277160645 -0.0 0.0 0.0 0.0 429.0 416.0 433.0 4.0 4.0 3.0 0.25 
110 10.55565357208252 -0.0 0.0 0.0 0.0 433.0 420.0 436.0 4.0 4.0 4.0 0.25 
111 10.560997247695923 -0.0 0.0 0.0 0.0 441.0 428.0 444.0 4.0 5.0 4.0 0.25 
112 10.565678119659424 -0.0 0.0 0.0 0.0 441.0 428.0 444.0 4.0 5.0 4.0 0.25 
113 10.570939302444458 -0.0 0.0 0.0 0.0 445.0 433.0 448.0 4.0 4.0 4.0 0.25 
114 10.575665712356567 -0.0 0.0 0.0 0.0 454.0 441.0 456.0 4.0 4.0 4.0 0.25 
115 10.58073616027832 -0.0 0.0 0.0 0.0 454.0 441.0 456.0 4.0 4.0 4.0 0.25 
116 10.5856614112854 -0.0 0.0 0.0 0.0 462.0 449.0 464.0 4.0 4.0 4.0 0.25 
117 10.590816497802734 -0.0 0.0 0.0 0.0 466.0 453.0 468.0 4.0 4.0 4.0 0.25 
118 10.595827102661133 -0.0 0.0 0.0 0.0 466.0 453.0 468.0 4.0 4.0 4.0 0.25 
119 10.600745439529419 -0.0 0.0 0.0 0.0 474.0 462.0 477.0 4.0 4.0 4.0 0.25 
120 10.60568356513977 -0.0 0.0 0.0 0.0 474.0 462.0 477.0 4.0 4.0 4.0 0.25 
121 10.610662460327148 -0.0 0.0 0.0 0.0 482.0 470.0 485.0 4.0 4.0 4.0 0.25 
122 10.61569857597351 -0.0 0.0 0.0 0.0 486.0 474.0 489.0 4.0 4.0 4.0 0.25 
123 10.62066388130188 -0.0 0.0 0.0 0.0 490.0 478.0 493.0 5.0 5.0 4.0 0.25 
124 10.625746250152588 -0.0 0.0 0.0 0.0 495.0 483.0 497.0 4.0 4.0 4.0 0.25 
125 10.630670070648193 -0.0 0.0 0.0 0.0 499.0 487.0 501.0 4.0 4.0 4.0 0.25 
126 10.635721206665039 -0.0 0.0 0.0 0.0 503.0 491.0 505.0 4.0 4.0 4.0 0.25 
127 10.640894651412964 -0.0 0.0 0.0 0.0 507.0 495.0 509.0 4.0 5.0 4.0 0.25 
128 10.645691394805908 -0.0 0.0 0.0 0.0 511.0 500.0 513.0 4.0 4.0 4.0 0.25 
129 10.650761365890503 -0.0 0.0 0.0 0.0 515.0 504.0 517.0 5.0 4.0 4.0 0.25 
130 10.656274318695068 -0.0 0.0 0.0 0.0 524.0 513.0 525.0 4.0 4.0 4.0 0.25 
131 10.66065526008606 -0.0 0.0 0.0 0.0 528.0 517.0 529.0 5.0 5.0 4.0 0.25 
132 10.665699005126953 -0.0 0.0 0.0 0.0 533.0 522.0 533.0 4.0 4.0 5.0 0.25 
133 10.67126202583313 -0.0 0.0 0.0 0.0 537.0 526.0 538.0 5.0 4.0 4.0 0.25 
134 10.675656795501709 -0.0 0.0 0.0 0.0 542.0 530.0 542.0 4.0 5.0 4.0 0.25 
135 10.680983066558838 -0.0 0.0 0.0 0.0 542.0 530.0 542.0 4.0 5.0 4.0 0.25 
136 10.685669422149658 -0.0 0.0 0.0 0.0 546.0 535.0 546.0 5.0 4.0 5.0 0.25 
137 10.691081047058105 -0.0 0.0 0.0 0.0 551.0 539.0 551.0 4.0 5.0 4.0 0.25 
138 10.695673704147339 -0.0 0.0 0.0 0.0 559.0 548.0 559.0 5.0 5.0 4.0 0.25 
139 10.70074200630188 -0.0 0.0 0.0 0.0 564.0 553.0 563.0 4.0 4.0 4.0 0.25 
140 10.70582127571106 -0.0 0.0 0.0 0.0 568.0 557.0 567.0 5.0 5.0 5.0 0.25 
141 10.710720777511597 -0.0 0.0 0.0 0.0 573.0 562.0 572.0 4.0 4.0 4.0 0.25 
142 10.715892791748047 -0.0 0.0 0.0 0.0 577.0 566.0 576.0 4.0 4.0 4.0 0.25 
143 10.720653533935547 -0.0 0.0 0.0 0.0 581.0 570.0 580.0 5.0 5.0 4.0 0.25 
144 10.725895166397095 -0.0 0.0 0.0 0.0 586.0 575.0 584.0 4.0 4.0 5.0 0.25 
145 10.730665445327759 -0.0 0.0 0.0 0.0 595.0 583.0 593.0 4.0 5.0 5.0 0.25 
146 10.735674858093262 -0.0 0.0 0.0 0.0 599.0 588.0 598.0 5.0 4.0 4.0 0.25 
147 10.740652561187744 -0.0 0.0 0.0 0.0 604.0 592.0 602.0 4.0 5.0 5.0 0.25 
148 10.745809078216553 -0.0 0.0 0.0 0.0 608.0 597.0 607.0 5.0 4.0 4.0 0.25 
149 10.750640630722046 -0.0 0.0 0.0 0.0 613.0 601.0 611.0 4.0 5.0 5.0 0.25 
150 10.755659818649292 -0.0 0.0 0.0 0.0 617.0 606.0 616.0 5.0 5.0 4.0 0.25 
151 10.760703802108765 -0.0 0.0 0.0 0.0 622.0 611.0 620.0 4.0 4.0 5.0 0.25 
152 10.765689849853516 -0.0 0.0 0.0 0.0 626.0 615.0 625.0 5.0 5.0 4.0 0.25 
153 10.770663738250732 -0.0 0.0 0.0 0.0 631.0 620.0 629.0 4.0 4.0 5.0 0.25 
154 10.775802373886108 -0.0 0.0 0.0 0.0 635.0 624.0 634.0 5.0 5.0 4.0 0.25 
155 10.780651569366455 -0.0 0.0 0.0 0.0 640.0 629.0 638.0 5.0 4.0 5.0 0.25 
156 10.785693883895874 -0.0 0.0 0.0 0.0 645.0 633.0 643.0 4.0 5.0 4.0 0.25 
157 10.790730953216553 -0.0 0.0 0.0 0.0 649.0 638.0 647.0 5.0 4.0 5.0 0.25 
158 10.79564881324768 -0.0 0.0 0.0 0.0 654.0 642.0 652.0 4.0 5.0 4.0 0.25 
159 10.801174640655518 -0.0 0.0 0.0 0.0 658.0 647.0 656.0 5.0 4.0 5.0 0.25 
160 10.805768966674805 -0.0 0.0 0.0 0.0 663.0 651.0 661.0 5.0 5.0 4.0 0.25 
161 10.810763597488403 -0.0 0.0 0.0 0.0 672.0 661.0 670.0 5.0 4.0 5.0 0.25 
162 10.815655708312988 -0.0 0.0 0.0 0.0 677.0 665.0 675.0 5.0 5.0 5.0 0.25 
163 10.820740938186646 -0.0 0.0 0.0 0.0 677.0 665.0 675.0 5.0 5.0 5.0 0.25 
164 10.825656652450562 -0.0 0.0 0.0 0.0 687.0 675.0 684.0 4.0 4.0 5.0 0.25 
165 10.830728530883789 -0.0 0.0 0.0 0.0 691.0 679.0 689.0 5.0 5.0 5.0 0.25 
166 10.83568263053894 -0.0 0.0 0.0 0.0 696.0 684.0 694.0 5.0 5.0 5.0 0.25 
167 10.840758085250854 -0.0 0.0 0.0 0.0 701.0 689.0 699.0 4.0 4.0 4.0 0.25 
168 10.845654726028442 -0.0 0.0 0.0 0.0 705.0 693.0 703.0 5.0 5.0 5.0 0.25 
169 10.85071086883545 -0.0 0.0 0.0 0.0 710.0 698.0 708.0 5.0 5.0 4.0 0.25 
170 10.855665683746338 -0.0 0.0 0.0 0.0 715.0 703.0 712.0 5.0 4.0 5.0 0.25 
171 10.860707998275757 -0.0 0.0 0.0 0.0 720.0 707.0 717.0 5.0 5.0 5.0 0.25 
172 10.865750789642334 -0.0 0.0 0.0 0.0 729.0 717.0 727.0 5.0 5.0 5.0 0.25 
173 10.870659828186035 -0.0 0.0 0.0 0.0 734.0 722.0 732.0 5.0 4.0 5.0 0.25 
174 10.875669240951538 -0.0 0.0 0.0 0.0 739.0 726.0 737.0 5.0 5.0 4.0 0.25 
175 10.880726099014282 -0.0 0.0 0.0 0.0 744.0 731.0 741.0 5.0 5.0 6.0 0.25 
176 10.88567852973938 -0.0 0.0 0.0 0.0 749.0 736.0 747.0 5.0 5.0 5.0 0.25 
177 10.890655279159546 -0.0 0.0 0.0 0.0 754.0 741.0 752.0 5.0 5.0 4.0 0.25 
178 10.895711421966553 -0.0 0.0 0.0 0.0 754.0 741.0 752.0 5.0 5.0 4.0 0.25 
179 10.90066409111023 -0.0 0.0 0.0 0.0 764.0 751.0 761.0 5.0 4.0 5.0 0.25 
180 10.905745506286621 -0.0 0.0 0.0 0.0 769.0 755.0 766.0 5.0 5.0 5.0 0.25 
181 10.910650968551636 -0.0 0.0 0.0 0.0 774.0 760.0 771.0 5.0 5.0 5.0 0.25 
182 10.915699005126953 -0.0 0.0 0.0 0.0 779.0 765.0 776.0 4.0 4.0 4.0 0.25 
183 10.920653820037842 -0.0 0.0 0.0 0.0 783.0 769.0 780.0 5.0 5.0 5.0 0.25 
184 10.925693035125732 -0.0 0.0 0.0 0.0 788.0 774.0 785.0 4.0 4.0 5.0 0.25 
185 10.930655479431152 -0.0 0.0 0.0 0.0 792.0 778.0 790.0 5.0 4.0 5.0 0.25 
186 10.935983896255493 -0.0 0.0 0.0 0.0 797.0 782.0 795.0 4.0 4.0 4.0 0.25 
187 10.94065260887146 -0.0 0.0 0.0 0.0 801.0 786.0 799.0 3.0 4.0 4.0 0.25 
188 10.945715427398682 -0.0 0.0 0.0 0.0 804.0 790.0 803.0 4.0 3.0 5.0 0.25 
189 10.950648307800293 -0.0 0.0 0.0 0.0 812.0 797.0 812.0 4.0 4.0 4.0 0.25 
190 10.955696105957031 -0.0 0.0 0.0 0.0 812.0 797.0 812.0 4.0 4.0 4.0 0.25 
191 10.960768699645996 -0.0 0.0 0.0 0.0 816.0 801.0 816.0 3.0 3.0 4.0 0.25 
192 10.96565866470337 -0.0 0.0 0.0 0.0 823.0 808.0 824.0 4.0 4.0 4.0 0.25 
193 10.970930576324463 -0.0 0.0 0.0 0.0 823.0 808.0 824.0 4.0 4.0 4.0 0.25 
194 10.975694179534912 -0.0 0.0 0.0 0.0 831.0 815.0 832.0 4.0 4.0 4.0 0.25 
195 10.980665683746338 -0.0 0.0 0.0 0.0 835.0 819.0 836.0 4.0 4.0 4.0 0.25 
196 10.985967874526978 -0.0 0.0 0.0 0.0 839.0 823.0 840.0 3.0 4.0 4.0 0.25 
197 10.990718841552734 -0.0 0.0 0.0 0.0 842.0 827.0 844.0 4.0 4.0 4.0 0.25 
198 10.995736122131348 -0.0 0.0 0.0 0.0 846.0 831.0 848.0 4.0 4.0 4.0 0.25 
199 11.000653982162476 -0.0 0.0 0.0 0.0 850.0 835.0 852.0 4.0 4.0 4.0 0.25 
200 11.005756616592407 -0.0 0.0 0.0 0.0 854.0 839.0 856.0 4.0 4.0 4.0 0.25 
201 11.010775804519653 -0.0 0.0 0.0 0.0 862.0 847.0 864.0 4.0 4.0 4.0 0.25 
202 11.015707015991211 -0.0 0.0 0.0 0.0 862.0 847.0 864.0 4.0 4.0 4.0 0.25 
203 11.020917892456055 -0.0 0.0 0.0 0.0 866.0 851.0 868.0 5.0 4.0 4.0 0.25 
204 11.025686979293823 -0.0 0.0 0.0 0.0 875.0 859.0 876.0 4.0 4.0 4.0 0.25 
205 11.030805349349976 -0.0 0.0 0.0 0.0 875.0 859.0 876.0 4.0 4.0 4.0 0.25 
206 11.035635948181152 -0.0 0.0 0.0 0.0 879.0 863.0 880.0 4.0 4.0 4.0 0.25 
207 11.040607929229736 -0.0 0.0 0.0 0.0 887.0 871.0 888.0 5.0 4.0 5.0 0.25 
208 11.045614957809448 -0.0 0.0 0.0 0.0 892.0 875.0 893.0 4.0 4.0 4.0 0.25 
209 11.0506112575531 -0.0 0.0 0.0 0.0 896.0 879.0 897.0 4.0 4.0 4.0 0.25 
210 11.05561637878418 -0.0 0.0 0.0 0.0 900.0 883.0 901.0 5.0 4.0 5.0 0.25 
211 11.060642719268799 -0.0 0.0 0.0 0.0 905.0 887.0 906.0 4.0 4.0 4.0 0.25 
212 11.065609693527222 -0.0 0.0 0.0 0.0 909.0 891.0 910.0 4.0 3.0 5.0 0.25 
213 11.07064151763916 -0.0 0.0 0.0 0.0 913.0 894.0 915.0 4.0 4.0 4.0 0.25 
214 11.075619220733643 -0.0 0.0 0.0 0.0 917.0 898.0 919.0 4.0 4.0 4.0 0.25 
215 11.080615758895874 -0.0 0.0 0.0 0.0 925.0 906.0 928.0 4.0 4.0 4.0 0.25 
216 11.085627794265747 -0.0 0.0 0.0 0.0 925.0 906.0 928.0 4.0 4.0 4.0 0.25 
217 11.090618371963501 -0.0 0.0 0.0 0.0 934.0 914.0 936.0 4.0 4.0 4.0 0.25 
218 11.095621824264526 -0.0 0.0 0.0 0.0 938.0 918.0 940.0 4.0 4.0 5.0 0.25 
219 11.100626707077026 -0.0 0.0 0.0 0.0 938.0 918.0 940.0 4.0 4.0 5.0 0.25 
220 11.105624437332153 -0.0 0.0 0.0 0.0 946.0 927.0 949.0 4.0 4.0 4.0 0.25 
221 11.110607624053955 -0.0 0.0 0.0 0.0 950.0 931.0 953.0 5.0 4.0 4.0 0.25 
222 11.115644693374634 -0.0 0.0 0.0 0.0 950.0 931.0 953.0 5.0 4.0 4.0 0.25 
223 11.120622396469116 -0.0 0.0 0.0 0.0 959.0 939.0 962.0 4.0 5.0 4.0 0.25 
224 11.12561321258545 -0.0 0.0 0.0 0.0 963.0 944.0 966.0 5.0 4.0 4.0 0.25 
225 11.13061809539795 -0.0 0.0 0.0 0.0 968.0 948.0 970.0 5.0 5.0 5.0 0.25 
226 11.135629415512085 -0.0 0.0 0.0 0.0 973.0 953.0 975.0 4.0 4.0 4.0 0.25 
227 11.140653133392334 -0.0 0.0 0.0 0.0 977.0 957.0 979.0 4.0 4.0 4.0 0.25 
228 11.145612716674805 -0.0 0.0 0.0 0.0 981.0 961.0 983.0 5.0 4.0 5.0 0.25 
229 11.150631189346313 -0.0 0.0 0.0 0.0 986.0 965.0 988.0 4.0 5.0 4.0 0.25 
230 11.155612707138062 -0.0 0.0 0.0 0.0 995.0 974.0 996.0 4.0 4.0 5.0 0.25 
231 11.160646200180054 -0.0 0.0 0.0 0.0 995.0 974.0 996.0 4.0 4.0 5.0 0.25 
232 11.165607929229736 -0.0 0.0 0.0 0.0 1003.0 983.0 1005.0 5.0 4.0 4.0 0.25 
233 11.170646667480469 -0.0 0.0 0.0 0.0 1003.0 983.0 1005.0 5.0 4.0 4.0 0.25 
234 11.175612926483154 -0.0 0.0 0.0 0.0 1012.0 991.0 1014.0 5.0 4.0 5.0 0.25 
235 11.180623292922974 -0.0 0.0 0.0 0.0 1017.0 995.0 1019.0 4.0 5.0 4.0 0.25 
236 11.185611963272095 -0.0 0.0 0.0 0.0 1021.0 1000.0 1023.0 5.0 4.0 5.0 0.25 
237 11.190620183944702 -0.0 0.0 0.0 0.0 1026.0 1004.0 1028.0 4.0 5.0 4.0 0.25 
238 11.195617198944092 -0.0 0.0 0.0 0.0 1030.0 1009.0 1032.0 5.0 4.0 5.0 0.25 
239 11.20061445236206 -0.0 0.0 0.0 0.0 1035.0 1013.0 1037.0 4.0 4.0 4.0 0.25 
240 11.20561695098877 -0.0 0.0 0.0 0.0 1039.0 1017.0 1041.0 5.0 5.0 5.0 0.25 
241 11.210619926452637 -0.0 0.0 0.0 0.0 1044.0 1022.0 1046.0 4.0 4.0 5.0 0.25 
242 11.215688467025757 -0.0 0.0 0.0 0.0 1053.0 1030.0 1055.0 4.0 5.0 5.0 0.25 
243 11.22065258026123 -0.0 0.0 0.0 0.0 1053.0 1030.0 1055.0 4.0 5.0 5.0 0.25 
244 11.2256178855896 -0.0 0.0 0.0 0.0 1057.0 1035.0 1060.0 5.0 4.0 4.0 0.25 
245 11.230618953704834 -0.0 0.0 0.0 0.0 1062.0 1039.0 1064.0 4.0 4.0 5.0 0.25 
246 11.235613107681274 -0.0 0.0 0.0 0.0 1071.0 1048.0 1074.0 4.0 5.0 5.0 0.25 
247 11.240648984909058 -0.0 0.0 0.0 0.0 1071.0 1048.0 1074.0 4.0 5.0 5.0 0.25 
